Timestamp,Open,High,Low,Price,Volume,RSI,EMA,SMA,Target
2017-08-18,4285.08,4371.52,3938.77,4108.37,1199.888264,0.0,4226.176666666666,4196.725,4139.98
2017-08-19,4108.37,4184.69,3850.0,4139.98,381.309763,15.17377112135162,4197.444444444444,4177.81,4086.29
2017-08-20,4120.98,4211.08,4032.62,4086.29,467.083022,12.064425021945638,4160.392962962963,4154.93,4016.0
2017-08-21,4069.13,4119.62,3911.79,4016.0,691.74306,9.51248871501646,4112.261975308642,4127.144,4040.0
2017-08-22,4016.0,4104.82,3400.0,4040.0,966.684858,15.607634016278354,4088.1746502057613,4078.1279999999997,4114.01
2017-08-23,4040.0,4265.8,4013.89,4114.01,1001.136565,30.12246984731938,4096.786433470508,4079.256,4316.01
2017-08-24,4147.0,4371.68,4085.01,4316.01,787.418753,52.44579399345261,4169.8609556470055,4114.462,4280.68
2017-08-25,4316.01,4453.91,4247.48,4280.68,573.61274,49.67048109759754,4206.800637098004,4153.34,4337.44
2017-08-26,4280.71,4367.0,4212.41,4337.44,228.108068,53.614025400331286,4250.347091398669,4217.628,4310.01
2017-08-27,4332.51,4400.0,4285.54,4310.01,350.692585,51.657954590798475,4270.234727599113,4271.63,4386.69
2017-08-28,4310.01,4399.82,4124.54,4386.69,603.841616,56.132092551689176,4309.053151732743,4326.165999999999,4587.48
2017-08-29,4353.65,4625.85,4313.55,4587.48,603.545028,64.68959487030023,4401.862101155162,4380.46,4555.14
2017-08-30,4564.52,4647.51,4416.01,4555.14,808.468771,62.71900079122872,4452.954734103441,4435.352,4724.89
2017-08-31,4555.14,4745.42,4555.14,4724.89,556.956802,67.85827398305986,4543.599822735628,4512.842,4834.91
2017-09-01,4689.89,4885.55,4654.88,4834.91,560.666366,81.19000601013147,4640.703215157086,4617.822,4472.14
2017-09-02,4796.16,4939.19,4286.87,4472.14,929.148595,61.102643295495625,4584.515476771391,4634.912,4509.08
2017-09-03,4508.5,4714.76,4298.33,4509.08,691.216198,64.29204048380448,4559.370317847594,4619.232,4100.11
2017-09-04,4505.0,4527.49,3972.51,4100.11,1394.644614,52.31352356432811,4406.2835452317295,4528.226000000001,4366.47
2017-09-05,4106.97,4484.99,3603.0,4366.47,1228.938157,57.92345217581246,4393.01236348782,4456.5419999999995,4619.77
2017-09-06,4366.49,4662.87,4335.26,4619.77,807.363726,61.292108741471104,4468.5982423252135,4413.514000000001,4691.61
2017-09-07,4619.77,4788.59,4438.19,4691.61,500.429975,58.90351209891528,4542.935494883475,4457.408,4282.8
2017-09-08,4691.66,4735.39,4028.93,4282.8,1132.255046,50.04269442072532,4456.2236632556505,4412.152,4258.81
2017-09-09,4282.8,4426.62,4150.06,4258.81,658.782952,48.39529957265133,4390.419108837101,4443.892,4130.37
2017-09-10,4258.81,4283.0,3801.0,4130.37,660.373275,46.47902783222265,4303.7360725580675,4396.6720000000005,4208.47
2017-09-11,4153.62,4334.43,4098.91,4208.47,699.989065,46.508803410097094,4271.980715038711,4314.411999999999,4163.72
2017-09-12,4208.6,4394.59,4040.8,4163.72,879.630319,41.158330481810076,4235.893810025807,4208.834,3944.69
2017-09-13,4159.72,4165.38,3760.0,3944.69,913.462545,38.18363420271227,4138.825873350539,4141.212,3189.02
2017-09-14,3944.0,3993.0,3165.13,3189.02,1665.021543,25.767200275166516,3822.2239155670263,3927.2539999999995,3700.0
2017-09-15,3188.01,3856.0,2817.0,3700.0,1968.866492,34.104679337245614,3781.482610378018,3841.1800000000003,3714.95
2017-09-16,3674.01,3950.0,3470.66,3714.95,1297.563953,38.25016371158209,3759.3050735853453,3742.476,3699.99
2017-09-17,3685.23,3748.21,3499.02,3699.99,682.17121,37.358561317438244,3739.5333823902306,3649.7299999999996,4035.01
2017-09-18,3690.0,4123.2,3690.0,4035.01,1030.006455,48.9587998208688,3838.025588260154,3667.7940000000003,3910.04
2017-09-19,4060.0,4089.97,3830.91,3910.04,902.332129,42.35411969271076,3862.0303921734367,3811.9979999999996,3900.0
2017-09-20,3910.04,4046.08,3820.0,3900.0,720.935076,36.87293684229723,3874.6869281156246,3851.9979999999996,3609.99
